username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Martha McSally,RepMcSally,2018-04-18 11:13,58,185,"Thanks to her nerves of steel, Tammie Jo Shults safely landed the @SouthwestAir Boeing 737 full of passengers yesterday after the engine explosion. Unsurprisingly, she was already a hero—one of the first women to fly a fighter jet for the @USNavy ! https://www. washingtonpost.com/news/morning-m ix/wp/2018/04/18/nerves-of-steel-she-calmly-landed-the-southwest-flight-and-broke-barriers-as-a-fighter-pilot/?utm_term=.8a833f3edbcf …",,@SouthwestAir @USNavy,,"986608636645560320",https://twitter.com/RepMcSally/status/986608636645560320
Maribeth Schmidt,MaribethSchmidt,2018-04-18 10:31,5,16,"Dear media: when reporting on @SouthwestAir , stop with “the pilot, a woman, was heroic.” Use her name (Tammy Jo Shults), photo & ‘she’ in the story. I have faith we’ll all figure it out. The more it’s presented as novel, the longer it’s going to take to be considered as usual.",,@SouthwestAir,,"986598159232139264",https://twitter.com/MaribethSchmidt/status/986598159232139264
Brenda Doherty,Formula4HR,2018-04-18 10:12,35,240,"My brother-in-law is a Captain at @SouthwestAir who knows Tammie Jo Shultz well. He said she is an EXCEPTIONAL Captain and the voice recording is a perfect example.",,@SouthwestAir,,"986593214172934154",https://twitter.com/Formula4HR/status/986593214172934154
NBC10 Philadelphia,NBCPhiladelphia,2018-04-18 10:08,31,78,"Tammie Jo Shults, the @SouthwestAir pilot who made an emergency landing after the jet apparently blew an engine, got hit by shrapnel and lost a window, is being praised for her "nerves of steel" in helping to prevent a far worse tragedy: http:// on.nbc10.com/iaeRBno #Southwest1380 pic.twitter.com/XAcXzma18P",,@SouthwestAir,#Southwest1380,"986592226607271936",https://twitter.com/NBCPhiladelphia/status/986592226607271936
Terri Runnels,TheTerriRunnels,2018-04-18 09:57,1,39,"Wow...so glad this was my first (and most likely last) @SouthwestAir flight! To be really honest I don't think these 2 issues back 2 back have anything to do with the quality of the airlines...so SW, you have no heat with me! Still love my @DeltaAssist @DeltaAirlineUS pic.twitter.com/SEjQFmZHhG",,@SouthwestAir @DeltaAssist @DeltaAirlineUS,,"986589653582188544",https://twitter.com/TheTerriRunnels/status/986589653582188544
Steve Goddard,SteveSGoddard,2018-04-18 09:24,3,17,"I stopped flying @SouthwestAir a few years ago and started flying @FlyFrontier They are much cheaper and have new airplanes.",,@SouthwestAir @FlyFrontier,,"986581123219124225",https://twitter.com/SteveSGoddard/status/986581123219124225
David Martosko,dmartosko,2018-04-18 09:10,5,50,"I think she was the first woman aviator to fly the F/A-18 too. Fantastic talent.",,,,"986577601308356609",https://twitter.com/dmartosko/status/986577601308356609
John Roberts,johnrobertsFox,2018-04-18 09:09,1351,5988,"Hero pilot of @SouthwestAir flight Tammie Jo Shults was a @USNavy aviator flying F-18s. She is described as having “nerves of steel”",,@SouthwestAir @USNavy,,"986577429455130624",https://twitter.com/johnrobertsFox/status/986577429455130624
Gretchen Carlson,GretchenCarlson,2018-04-18 09:00,61,243,"Heroic pilot of @SouthwestAir airplane one tough woman. #RoleModel #NervesofSteel #Hero #Fierce https://www. google.com/amp/s/www.wash ingtonpost.com/amphtml/news/morning-mix/wp/2018/04/18/nerves-of-steel-she-calmly-landed-the-southwest-flight-and-broke-barriers-as-a-fighter-pilot/ …",,@SouthwestAir,#RoleModel #NervesofSteel #Hero #Fierce,"986575236496789505",https://twitter.com/GretchenCarlson/status/986575236496789505
Ann 🇺🇸,Doodisgirl,2018-04-18 08:52,352,594,"The Hero Pilot Who Landed That #Southwest Jet With the Hole in it Was.. One of the First Female #Navy Fighter Pilots! #WarriorWednesday @SouthwestAir http://www. foxnews.com/us/2018/04/18/ former-ace-navy-pilot-id-d-as-hero-who-landed-damaged-southwest-flight-report.html …",,@SouthwestAir,#Southwest #Navy #WarriorWednesday,"986573131312779264",https://twitter.com/Doodisgirl/status/986573131312779264
Jennifer Burns,jenburnsey,2018-04-18 08:19,10,74,"“As a precaution, @SouthwestAir said it would inspect similar engines in its fleet.” Can you please inspect EVERY plane?! Blown Southwest jet engine showed 'metal fatigue'",,@SouthwestAir,,"986564869762830337",https://twitter.com/jenburnsey/status/986564869762830337
Kal 🏜️,RightWingLawMan,2018-04-18 08:18,8,8,"That Sucks! Nope. Never taking a window seat again. Woman partially sucked from @SouthwestAir plane mid flight! http://www. tacticalshit.com/woman-partiall y-sucked-plane-mid-flight/ …",,@SouthwestAir,,"986564612014325760",https://twitter.com/RightWingLawMan/status/986564612014325760
Phillip Carter,Carter_PE,2018-04-18 08:15,14,47,"Military pilot retention is a perennial challenge. But that’s not to say there aren’t societal benefits to having pilots like Tammie Shults leave the service to fly for airlines. Many are alive today bc of her #shithot flying of @SouthwestAir #Flight1380 . https:// foxtrotalpha.jalopnik.com/the-pilot-who- saved-that-southwest-flight-is-a-badass-1825341463/amp … pic.twitter.com/wmvOkXcNna",,@SouthwestAir,#shithot #Flight1380,"986563859770236929",https://twitter.com/Carter_PE/status/986563859770236929
Angela Belcamino,AngelaBelcamino,2018-04-18 07:30,20,95,"Tell Tammy Jo Shults she’s too emotional to hold a position of leadership... An American hero. @SouthwestAir #WednesdayWisdom",,@SouthwestAir,#WednesdayWisdom,"986552573221068800",https://twitter.com/AngelaBelcamino/status/986552573221068800
ABC13 Houston,abc13houston,2018-04-18 07:09,10,7,"A preliminary examination of the blown jet engine of the @SouthwestAir plane that set off a terrifying chain of events and left a woman hanging half outside a shattered window showed evidence of "metal fatigue," according the NTSB https:// abc13.co/2EWsq6s pic.twitter.com/9n6RjJaJ7c",,@SouthwestAir,,"986547160912101376",https://twitter.com/abc13houston/status/986547160912101376
Deborah Cicconi,Susej137,2018-04-18 06:00,12,466,"I read this thread and too many of you are giving Bobby a hard time. He's simply saying "listen to instructions that could save your life". If the cabin suddenly depressurized the oxygen would be sucked out of your lungs. I find that people really don't listen well anymore.",,,,"986529943667359744",https://twitter.com/Susej137/status/986529943667359744
Jennifer Waisath Harris,jwharris,2018-04-18 04:24,192,609,"Hero, full stop. @SouthwestAir Pilot Tammie Jo Shults, 1 of the Navy's 1st female fighter pilots & 1st to fly an F/A-18, kept her cool, safely landing the Boeing 737. Terrible to lose 1 life, but could have been far, far worse. https:// twitter.com/nbcnewyork/sta tus/986322717283700737 …",,@SouthwestAir,,"986505629408874496",https://twitter.com/jwharris/status/986505629408874496
#CrushtheRebellion,rockhound106,2018-04-18 03:59,6,13,"Former ace Navy pilot ID’d as hero who landed damaged Southwest flight: report https:// fxn.ws/2J3NN8j #FoxNews @SouthwestAir Pilot Tammy Jo Shultz is a hero for landing the heavily damaged aircraft. Amazing courage under incredible stress. Thank you Tammy Jo!",,@SouthwestAir,#FoxNews,"986499532614750208",https://twitter.com/rockhound106/status/986499532614750208
Grumble,pugpie4,2018-04-18 02:24,5,24,"Pilot was one of the Navy’s first female fighter pilots. Listen to her talking to air traffic congrol. Totally calm. Talk about “the right stuff”! Go Tammie Jo! https:// heavy.com/news/2018/04/t ammie-jo-shults-pilot-southwest-flight-1380-engine-hero/ …",,,,"986475583105150976",https://twitter.com/pugpie4/status/986475583105150976
Tara Dublin Hates Traitors 🌊,taradublinrocks,2018-04-18 02:15,11,37,"New #Shero : #TammieJoShults . Hoping @SouthwestAir honors her accordingly #Southwest #WomenInCharge https:// twitter.com/dabeard/status /986427804567863298 …",,@SouthwestAir,#Shero #TammieJoShults #Southwest #WomenInCharge,"986473305719783424",https://twitter.com/taradublinrocks/status/986473305719783424
Twitter Moments,TwitterMoments,2018-04-18 01:43,825,2466,"Many are calling Tammie Jo Shults, who landed @SouthwestAir flight 1380 after it lost an engine, a hero. The Navy veteran is being compared to famed pilot "Sully" Sullenberger. https:// twitter.com/i/moments/9864 54287889780736 …",,@SouthwestAir,,"986465161669062657",https://twitter.com/TwitterMoments/status/986465161669062657
Rob,Unpersuaded112,2018-04-18 01:35,72,104,"Here @SouthwestAir this is what it means when a fan blade breaks off of a hub. This lady is dead. Cant wait to learn how this happened. Regular inspections prevent fan blades from breaking off oh hubs. You surely must know this will end badly for your company right? https:// twitter.com/cbsnews/status /986452779416936449 …",,@SouthwestAir,,"986463185770287104",https://twitter.com/Unpersuaded112/status/986463185770287104
Jet Airways,jetairways,2018-04-18 01:12,13,45,"Our thoughts and prayers are with the families and friends of passengers & crew members of @SouthwestAir flight 1380.",,@SouthwestAir,,"986457510457565184",https://twitter.com/jetairways/status/986457510457565184
Elizabeth Dinh,ElizabethKPTV,2018-04-18 00:57,221,1084,"Also, the @KCStar reports: ( @SouthwestAir pilot Tammie Jo Shults) "was among the first female fighter pilots to serve in the military." http://www. kansascity.com/news/local/art icle209178274.html … https:// twitter.com/ElizabethKPTV/ status/986453066319708161 …",,@KCStar @SouthwestAir,,"986453678419722240",https://twitter.com/ElizabethKPTV/status/986453678419722240
I'll ride with you📎,mrshellwinger,2018-04-18 00:52,3,61,"Tammie Jo Shults, pilot of the Southwest plane, is a former Navy fighter pilot and deserves a medal.",,,,"986452374762876929",https://twitter.com/mrshellwinger/status/986452374762876929
lawmom,gbjebbia,2018-04-18 00:50,5,67,"And if you listen to the radio discussion with the control tower you hear calm and control from the WOMAN PILOT! She should get the “Sully” treatment!!",,,,"986451951541014528",https://twitter.com/gbjebbia/status/986451951541014528
Josh Campbell,joshscampbell,2018-04-18 00:49,48,209,"BZ to the former @USNavy fighter jet pilot who, under extreme pressure, safely landed today’s @SouthwestAir flight and reduced the further tragic loss of life. If you’ve formulated a mental image of this pilot, remember “he” is “she.” (h/t @juliettekayyem ) https://www. cbsnews.com/amp/news/south west-airlines-flight-emergency-landing-today-2018-04-17-live-stream-updates/?__twitter_impression=true … pic.twitter.com/DiP51YKHWN",,@USNavy @SouthwestAir @juliettekayyem,,"986451573160235008",https://twitter.com/joshscampbell/status/986451573160235008
Julia Indigo,JuliaIndigo,2018-04-18 00:48,30,166,"SHE did. https:// heavy.com/news/2018/04/t ammie-jo-shults-pilot-southwest-flight-1380-engine-hero/ …",,,,"986451408106020864",https://twitter.com/JuliaIndigo/status/986451408106020864
Rick Wilson,TheRickWilson,2018-04-18 00:46,378,3036,"The @SouthwestAir situation today was on that list of worst-case training exercises they run at FlightSafety in the sim a dozen times, and pray they never have to do it. Today, they did, and saved 143 passengers.",,@SouthwestAir,,"986450844324433921",https://twitter.com/TheRickWilson/status/986450844324433921
Clark Dumont,MS,APR,clarkdumont1,2018-04-18 00:05,14,102,"I am a loyal customer @SouthwestAir . Prayers to the family of Jennifer Riordan. Gratitude to Capt. Tammie Jo Shults.",,@SouthwestAir,,"986440495327985664",https://twitter.com/clarkdumont1/status/986440495327985664
Shyla Jennings🦄,shylajdotcom,2018-04-18 00:03,7,83,"Soo devastated for the woman who lost her life on the @SouthwestAir flight today. I fly allll the time with southwest & I’m just happy they had smart pilots on board to get everyone else to safety.",,@SouthwestAir,,"986440030829805568",https://twitter.com/shylajdotcom/status/986440030829805568
Powerwave20 🌐❌,Powerwave20,2018-04-17 23:53,23,90,"For those who unlike some of us were never a member of a flt crew, watch this video from @smartereveryday . Keep in mind Southwest 1380 was at FL320 (32000 ft) when it experienced rapid decompression. Improper mask use significantly reduces survivability. https:// youtu.be/kUfF2MTnqAw pic.twitter.com/jAce8VZUkX",,@smartereveryday,,"986437522174590977",https://twitter.com/Powerwave20/status/986437522174590977
Cub Fan Javy Man,RizzoIsCaptain,2018-04-17 23:24,5,43,"My boy Ian needs a flight to Des Moines soon, y’all got any good deals @SouthwestAir @united ?",,@SouthwestAir @united,,"986430224379334657",https://twitter.com/RizzoIsCaptain/status/986430224379334657
Kristen Page-Kirby,kpagekirby,2018-04-17 23:21,125,1138,"I hate, hate, HATE to fly. But if I see Capt Shults the next time I step onto a @SouthwestAir flight I’m gonna skip the Xanax. And the bloody Mary. And the fervent, desperate prayer. https:// twitter.com/dabeard/status /986427804567863298 …",,@SouthwestAir,,"986429566884466688",https://twitter.com/kpagekirby/status/986429566884466688
Chris Schoenfeld,BricoleurDev,2018-04-17 22:24,4,150,"NO! Redesign the mask with a simple nose notch to make it self-explaining. Berating passengers for not remembering the boring tutorial may be self-satisfying, but it’s such an obviously predictable outcome. Design AWAY from shocked humans remembering a tutorial.",,,,"986415208225787906",https://twitter.com/BricoleurDev/status/986415208225787906
Tammy Bruce,HeyTammyBruce,2018-04-17 22:11,135,384,"Our hero @SouthwestAir pilot “Tammie Jo Shults, Southwest Pilot: 5 Fast Facts You Need to Know” https:// heavy.com/news/2018/04/t ammie-jo-shults-pilot-southwest-flight-1380-engine-hero/ …",,@SouthwestAir,,"986411762625990657",https://twitter.com/HeyTammyBruce/status/986411762625990657
Michael Lauria,ResusPadawan,2018-04-17 21:53,47,116,"Engine blows up, lose part of the aircraft, passengers injured. PIC sounds cool as a cucumber. Excellent CRM. Hat's off to the @SouthwestAir pilots @FLTDOC1 @MedFlightDoc @UCAirCareDoc Southwest Airlines 1380: Emergency Landing at Philly https:// youtu.be/fASCzgKS0Qg",,@SouthwestAir @FLTDOC1 @MedFlightDoc @UCAirCareDoc,,"986407399115362305",https://twitter.com/ResusPadawan/status/986407399115362305
David Cay Johnston,DavidCayJ,2018-04-17 21:33,67,121,"Richly reported Phila. Inquirer story of woman sucked into window of @SouthwestAir 737 after engine exploded midair (2nd time in two years for airline). This is what quality journalism looks like: http://www. philly.com/philly/news/ai rplane-engine-explosion-emergency-landing-philadelphia-airport-southwest-new-york-dallas-20180417.html …",,@SouthwestAir,,"986402221628837888",https://twitter.com/DavidCayJ/status/986402221628837888
Christine Negroni,cnegroni,2018-04-17 21:02,27,57,"Quite disappointing that @SouthwestAir CEO Gary Kelly referred to the pilot who successfully brought #SWA1380 to a safe landing as "HE" in a news conference this afternoon and #airline won't correct. I know SW has a lot on its plate right now, but really. #capttammiejoshults pic.twitter.com/IvK8DeHcs7",,@SouthwestAir,#SWA1380 #airline #capttammiejoshults,"986394484773670912",https://twitter.com/cnegroni/status/986394484773670912
UNM HSC,UNMHSC,2018-04-17 19:59,21,109,"Statement from Dr. Roth part 1: "We were notified that Jennifer Riordan was tragically killed today as a result of the emergency situation on @SouthwestAir . Jennifer had previously been a member of @UNM Health Sciences Center family, working in marketing."",,@SouthwestAir @UNM,,"986378739842859009",https://twitter.com/UNMHSC/status/986378739842859009
