text,Unnamed: 14,Unnamed: 15,Unnamed: 16,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
Brilliant! Glad you all had a good time. Great crew for you today too! Steve and @LadySpeedbird Always ask if on a @British_Airways trip https:// twitter.com/donperrott/sta tus/922747485931606018 …,,,,Brilliant Glad good time Great crew today Steve Always ask trip https twitter com donperrott sta tus,0,20,0,3,25,1,0,0,0,9, Brilliant Glad good time Great crew today Steve Always ask trip HTTP twitter com dogtrotted sat toes
#TBT #LFW Quick look back @LondonFashionWk @British_Airways @CharmsTaylor @zkartalofficial @PaulCostelloeUK @InsideJigsaw @BFC #London pic.twitter.com/0h6ek7it1M,,,,TBT LFW Quick look back London pic twitter com h ek M,2,19,0,0,14,1,0,0,3,11, TB LAW Quick look back London pic twitter com h wk M
LOVING @thewhitecompany bedding and washbag onboard @British_Airways . Such a step up!! #redeyeinluxury #thewhitecompany #britishairways #JFK pic.twitter.com/IC03hxHxmP,,,,LOVING bedding washbag onboard Such step redeyeinluxury thewhitecompany britishairways JFK pic twitter com IC hxHxmP,3,17,0,1,16,1,0,0,4,9, LOVING bedding washrag onboard Such step  accompaniment Britisher JFK pic twitter com IX 
"A @British_Airways 747 graces us with her presence this afternoon, here to pick up the amazing @Dreamflight kids after their Orlando holiday pic.twitter.com/cDUKUApO82",,,,A graces us presence afternoon pick amazing kids Orlando holiday pic twitter com cDUKUApO,0,16,0,1,22,1,0,0,0,4, A graces us presence afternoon pick amazing kids Orlando holiday pic twitter com Nukualofa
Heading home from Porto with @British_Airways Nice little trip shame about the twisted ankle yesterday. Ow! pic.twitter.com/69wkwl9Ucq,,,,Heading home Porto Nice little trip shame twisted ankle yesterday Ow pic twitter com wkwl Ucq,0,18,2,1,14,1,0,0,0,4, Heading home Porto Nice little trip shame twisted ankle yesterday Ow pic twitter com wk UCLA
Did you know we have up to 6 @British_Airways flights per day between NCL and @HeathrowAirport ? ( : http:// bit.ly/2zHGXSd ) #NorthEast pic.twitter.com/6do4t5RgBw,,,,Did know flights per day NCL http bit ly zHGXSd NorthEast pic twitter com RgBw,1,17,0,0,24,1,0,0,1,10, Did know flights per day CL HTTP bit l  North East pic twitter com Borg
Me and the Lovely @babygtals on our way to Kingston A 16th b’day present from @CarrieGrant1 . @British_Airways business Class Baybeeee!!! pic.twitter.com/3GUlVVcnSF,,,,Me Lovely way Kingston A th b day present business Class Baybeeee pic twitter com GUlVVcnSF,0,18,0,1,21,1,0,0,0,7, Me Lovely way Kingston A ht b day present business Class Bayberry pic twitter com 
Had to use @British_Airways cos it's a work trip. No surprises that the inefficiency & poor service persist. Flight delayed.,,,,Had use cos work trip No surprises inefficiency poor service persist Flight delayed,0,13,2,1,17,1,0,0,0,6, Had use cos work trip No surprises inefficiency poor service persist Flight delayed
One more week..... @HyattZilaraCanc @British_Airways #DreamHoliday pic.twitter.com/MSpTBpLn52,,,,One week DreamHoliday pic twitter com MSpTBpLn,0,10,0,0,7,1,0,0,1,5, One week Dream Holiday pic twitter com 
@british_airways ’s record-breaking BAC Concorde! Where’s my table?! This particular airframe set the re… http:// ift.tt/2zGjjpe pic.twitter.com/e5VYaHEUJC,,,,record breaking BAC Concorde Where table This particular airframe set http ift tt zGjjpe pic twitter com e VYaHEUJC,1,19,0,0,17,1,0,0,0,10, record breaking CAB Concorde Where table This particular air frame set HTTP fit rt  pic twitter com e 
#BA665 landing into Heathrow over Storm Brian last night! Made for a bumpy landing but beautiful scenery! @British_Airways @HeathrowAirport pic.twitter.com/tdBDNtsulI,,,,BA landing Heathrow Storm Brian last night Made bumpy landing beautiful scenery pic twitter com tdBDNtsulI,1,19,1,1,18,1,0,0,1,6, BA landing Heath row Storm Brian last night Made bumpy landing beautiful scenery pic twitter com 
Amazing views of an iconic aircraft on this #SpeedbirdSunday @BoeingAirplanes @British_Airways @BoeingUK pic.twitter.com/S7rGA3W91I,,,,Amazing views iconic aircraft SpeedbirdSunday pic twitter com S rGA W I,0,14,0,1,12,1,0,0,1,5, Amazing views iconic aircraft Superabundance pic twitter com S GA W I
You never know when you might have to pull over and replace the fan belt.,,,,You never know might pull replace fan belt,0,7,0,0,15,1,0,0,0,1, You never know might pull replace fan belt
"Love this! @British_Airways , @RuthieeL and @TheAntonDuBeke 's Samba was amazing! https:// twitter.com/British_Airway s/status/921807675163279360 …",,,,Love Samba amazing https twitter com British Airway status,0,13,0,1,14,1,0,0,0,11, Love Samba amazing HTTP twitter com British Airway status
We’re going on an adventure to see @ben_hulett . These two haven’t seen him for a month and the excitement is bubbling! @British_Airways pic.twitter.com/UqLaksOzCh,,,,We going adventure see These two seen month excitement bubbling pic twitter com UqLaksOzCh,0,16,0,1,23,1,0,0,0,7, We going adventure see These two seen month excitement bubbling pic twitter com 
Enjoying business class @British_Airways on route to Tour Champs @PGAEuroProTour @TrendiSwitch pic.twitter.com/UEP8oPtxWK,,,,Enjoying business class route Tour Champs pic twitter com UEP oPtxWK,1,15,0,1,11,1,0,0,0,4, Enjoying business class route Tour Champs pic twitter com YEP option
Here’s my Lactose free breakfast on @British_Airways Erm...Danone has milk in it?? The rice cake was delicious!! Mmmmm... pic.twitter.com/ik6KHfbqUg,,,,Here Lactose free breakfast Erm Danone milk The rice cake delicious Mmmmm pic twitter com ik KHfbqUg,0,17,0,1,18,1,0,0,0,7, Here Lactose free breakfast Er Danone milk The rice cake delicious Mme pic twitter com eek 
Thank u for Flying with #TeamRuth . She looks the perfect hostess in the set up video courtesy of @British_Airways https:// twitter.com/RuthComeDancin g/status/921829012351148032 …,,,,Thank u Flying TeamRuth She looks perfect hostess set video courtesy https twitter com RuthComeDancin g status,0,18,0,2,22,1,0,0,1,7, Thank u Flying Team Ruth She looks perfect hostess set video courtesy HTTP twitter com  g status
YESSSS @RuthieeL striking a pose in BA colours!! @British_Airways #StrictlyComeDancing #Strictly pic.twitter.com/w7SHe5fzZE,,,,YESSSS striking pose BA colours StrictlyComeDancing Strictly pic twitter com w SHe fzZE,2,15,0,1,11,1,0,0,2,6, YESSED striking pose BA colors Redistricting Strictly pic twitter com w She faze
@British_Airways Concorde on 13L at JFK (1993) http://www. youtube.com/JustPlanes #avgeek @airlivenet #british #britishairways #concorde #kennedy pic.twitter.com/j1rciGJGsy,,,,Concorde L JFK http www youtube com JustPlanes avgeek british britishairways concorde kennedy pic twitter com j rciGJGsy,1,21,0,0,16,1,0,0,5,11, Concorde L JFK HTTP WWW you tube com Just Planes av geek British Britisher Concorde Kennedy pic twitter com j 
Thanks for all your support @harvardmacy during this strange week. #NoBagLady is with bag. #hmihce Tnx @British_Airways for direct contact pic.twitter.com/cLKErsL8tt,,,,Thanks support strange week NoBagLady bag hmihce Tnx direct contact pic twitter com cLKErsL tt,0,18,1,1,19,1,0,0,2,7, Thanks support strange week Bangladesh bag homicide Tex direct contact pic twitter com clicker rt
Hope they tightened the guy ropes on @LHRTower @RollsRoyce @Airbus @British_Airways #A380 pic.twitter.com/Q7CBha5gSr,,,,Hope tightened guy ropes A pic twitter com Q CBha gSr,0,15,0,0,13,1,0,0,1,6, Hope tightened guy ropes A pic twitter com Q CB ha gr
Should @British_Airways have let family change seats after they saw infestation of #bedbugs before they were bitten? http://www. bbc.com/news/world-us- canada-41685266 …,,,,Should let family change seats saw infestation bedbugs bitten http www bbc com news world us canada,0,18,0,0,21,1,0,0,1,7, Should let family change seats saw infestation bedbugs bitten HTTP WWW BBC com news world us Canada
Bit windy on the way to JFK today! 7 hr flighttime & a northerly routing to avoid the bumps hopefully! @British_Airways BA173 #pilotlife pic.twitter.com/nrVciq85F5 – at Heathrow Airport,,,,Bit windy way JFK today hr flighttime northerly routing avoid bumps hopefully BA pilotlife pic twitter com nrVciq F Heathrow Airport,2,23,1,0,27,1,0,0,1,7, Bit windy way JFK today hr flight time northerly routing avoid bumps hopefully BA pilot life pic twitter com  F Heath row Airport
Waiting to go in LGW. @British_Airways flight BA2169 to FLL. Follow me on @FR24PH #boeing #777 #lgw #longhaul #pilotlife pic.twitter.com/RXkvWwsjPg,,,,Waiting go LGW flight BA FLL Follow boeing lgw longhaul pilotlife pic twitter com RXkvWwsjPg,3,19,0,0,20,1,0,0,5,10, Waiting go LG flight BA FL Follow Boeing lg long haul pilot life pic twitter com 
That plane*,,,,That plane,0,1,0,0,2,1,0,0,0,1, That plane
Speedbird via the Queen bird ramping up for departure at @PHLAirport // @British_Airways pic.twitter.com/dY3UJ1Qoml,,,,Speedbird via Queen bird ramping departure pic twitter com dY UJ Qoml,1,15,0,0,14,1,0,0,0,4, Speed bird via Queen bird ramping departure pic twitter com d UH Qom
Well that was a nice flight to @HeathrowAirport @British_Airways pic.twitter.com/6gwWQOzfsP,,,,Well nice flight pic twitter com gwWQOzfsP,0,10,0,2,8,1,0,0,0,3, Well nice flight pic twitter com 
Which @British_Airways pilot flew LEE BA209 over #Boston yesterday & did not say hi? :-) @rhys_parker @DaveWallsworth ? @HeathrowAirport -MIA pic.twitter.com/o1JhnrPvNs,,,,Which pilot flew LEE BA Boston yesterday say hi MIA pic twitter com JhnrPvNs,3,19,0,0,21,1,0,0,1,11, Which pilot flew LEE BA Boston yesterday say hi MIA pic twitter com 
@Costa_Almeria @LuxPropertyShow @British_Airways a few winter flights would be great! @DSCricketSpain @zac_toumazi @lycaflysports @spain pic.twitter.com/wTyY7Gzpmj,,,,winter flights would great pic twitter com wTyY Gzpmj,0,19,0,0,15,0,0,0,0,9, winter flights would great pic twitter com witty 
#WingFriday So we have a view of the most amazing aircraft wings around. The #A380 as viewed from the tail camera. @British_Airways pic.twitter.com/zI4rtancyJ,,,,WingFriday So view amazing aircraft wings around The A viewed tail camera pic twitter com zI rtancyJ,0,16,0,1,22,1,0,0,2,6, Wing Friday So view amazing aircraft wings around The A viewed tail camera pic twitter com z blatancy
Your new safety instructions video is the most amazing thing we’ve seen on an airplane in the past 5 years @British_Airways @GordonRamsay,,,,Your new safety instructions video amazing thing seen airplane past years,0,13,0,1,21,1,0,0,0,3, Your new safety instructions video amazing thing seen airplane past years
One of my favourite @British_Airways flights BA1 A318 to JFK from LCY. Pic on take-off from LCY over the Thames. #wingfriday @mmsBA #avgeek pic.twitter.com/vMVMpqyHxn,,,,One favourite flights BA A JFK LCY Pic take LCY Thames wingfriday avgeek pic twitter com vMVMpqyHxn,4,19,0,0,24,1,0,0,2,8, One favorite flights BA A JFK LACY Pic take LACY Thames wayfaring av geek pic twitter com 
Great to see @OfficialPDC World Championship featured in @British_Airways Highlife magazine this month. Thanks to @eminesaner pic.twitter.com/cDGjczCthw,,,,Great see World Championship featured Highlife magazine month Thanks pic twitter com cDGjczCthw,0,17,0,1,16,1,0,0,0,5, Great see World Championship featured High life magazine month Thanks pic twitter com 
When your hero tells you what to do on the plane @GillianA @British_Airways #BA #SafetyVideo pic.twitter.com/DWnW1V2rHO,,,,When hero tells plane BA SafetyVideo pic twitter com DWnW V rHO,1,14,0,1,15,1,0,0,2,5, When hero tells plane BA Safety Video pic twitter com WNW V r Ho
Today's Daily Mail ads include @bt_uk @SkyUK @British_Airways @LidlUK @LoveWilko @IcelandFoods @AldiUK @Tesco @DFS #startspreadinglove pic.twitter.com/beIYlcYjQ3,,,,Today Daily Mail ads include startspreadinglove pic twitter com beIYlcYjQ,0,21,0,0,16,1,0,0,1,12, Today Daily Mail ads include lipreading pic twitter com 
#TBT to long summer days and capturing @British_Airways Speedbird A380 departure @yvrairport for London @HeathrowAirport #yvrspotters #pan pic.twitter.com/ea7TTf7BDT,,,,TBT long summer days capturing Speedbird A departure London yvrspotters pan pic twitter com ea TTf BDT,2,20,0,0,18,1,0,0,3,7, TB long summer days capturing Speed bird A departure London spotters pan pic twitter com ea Flatt BET
"This @British_Airways safety video has several things others don't have, most importantly: @IanMcKellen http:// nyti.ms/2wG4q6C",,,,This safety video several things others importantly http nyti ms wG q C,0,15,0,0,15,1,0,0,0,7, This safety video several things others importantly HTTP tiny ms w q C
"A @British_Airways 747 and 777 @HeathrowAirport , viewed from the @NATS control tower. Check out the full video: https://www. youtube.com/watch?v=XNMBQV 4e2Fg&t=464s … pic.twitter.com/6o7Q0TcWBL",,,,A viewed control tower Check full video https www youtube com watch v XNMBQV e Fg pic twitter com Q TcWBL,1,24,0,0,23,1,0,0,0,11, A viewed control tower Check full video HTTP WWW you tube com watch v  e F pic twitter com Q Blotch
Time lapse of my arrival on @British_Airways 177 @JFKairport today. @jumbo747pilot #AvGeek #BoeingIsBest #QotS #QueenOfTheSkies pic.twitter.com/V5faUea1aC,,,,Time lapse arrival today AvGeek BoeingIsBest QotS QueenOfTheSkies pic twitter com V faUea aC,0,19,1,0,15,1,0,0,4,9, Time lapse arrival today Av Geek Bestselling Qts  pic twitter com V fauna ac
@DesertSpringsES having to leave this glorious Autumn but happy to share @Costa_Almeria @spain @British_Airways now flying 2018 to MUV&LEI! pic.twitter.com/vuRp8ctode,,,,leave glorious Autumn happy share flying MUV LEI pic twitter com vuRp ctode,2,19,0,2,18,1,0,0,0,6, leave glorious Autumn happy share flying MU LEI pic twitter com burp code
"SUMMER: New York to Florence, Italy for only $436 roundtrip with @Iberia & @British_Airways . http://www. secretflying.com/posts/new-york -florence-italy-445-roundtrip/ … pic.twitter.com/Xw31qHoYF4",,,,SUMMER New York Florence Italy roundtrip http www secretflying com posts new york florence italy roundtrip pic twitter com Xw qHoYF,1,24,0,0,20,1,0,0,0,12, SUMMER New York Florence Italy round trip HTTP WWW secret flying com posts new York Florence Italy round trip pic twitter com Xe ahoy
With this updated policy it's good news for violinists and violists travelling on @British_Airways : https://www. britishairways.com/en-gb/informat ion/baggage-essentials/sporting-goods-and-musical-instruments …,,,,With updated policy good news violinists violists travelling https www britishairways com en gb informat ion baggage essentials sporting goods musical instruments,0,23,0,1,18,1,0,0,0,7, With updated policy good news violinists violists traveling HTTP WWW Britisher com en GB informant ion baggage essentials sporting goods musical instruments
"@Finnair extends its code-share partnership with @British_Airways in Europe, including the new non-stop flights to Lapland http:// news.cision.com/finnair/r/finn air-extends-its-code-share-partnership-with-british-airways-in-europe--including-the-new-non-sto,c2371213 … via @cision #thenordicway pic.twitter.com/1ku6qlxjIW",,,,extends code share partnership Europe including new non stop flights Lapland http news cision com finnair r finn air extends code share partnership british airways europe including new non sto c via thenordicway pic twitter com ku qlxjIW,0,42,0,0,24,1,0,0,1,12, extends code share partnership Europe including new non stop flights Lapland HTTP news vision com financier r Finn air extends code share partnership British airways Europe including new non stew c via thenceforward pic twitter com k 
Thanks to all the @British_Airways crew on BA283 to LA for another fabulous trip.,,,,Thanks crew BA LA another fabulous trip,2,9,0,1,13,1,0,0,0,2, Thanks crew BA LA another fabulous trip
"@British_Airways Why do you feel it is morally okay to fly so low when flying out of Heathrow? I live miles and miles away, yet you are below 3kft - I could climb quicker!!",,,,Why feel morally okay fly low flying Heathrow I live miles miles away yet kft I could climb quicker,0,18,0,0,34,1,0,0,0,5, Why feel morally okay fly low flying Heath row I live miles miles away yet kt I could climb quicker
Club World At Last! Flying On a Majestic @British_Airways @Airbus A380 http://www. airlinereporter.com/2017/10/club-w orld-last-majestic-british-airways-airbus-a380/ … pic.twitter.com/mjzXNeWcor,,,,Club World At Last Flying On Majestic A http www airlinereporter com club w orld last majestic british airways airbus pic twitter com mjzXNeWcor,0,24,0,1,15,1,0,0,0,8, Club World At Last Flying On Majestic A HTTP WWW airline reporter com club w old last majestic British airways airbus pic twitter com newcomer
Today we’ve launched a new MPL & ATPL Airline Pilot career route with @British_Airways ! Discover more: http:// bit.ly/2gjlqH0 pic.twitter.com/C89sL6Lw9F,,,,Today launched new MPL ATPL Airline Pilot career route Discover http bit ly gjlqH pic twitter com C sL Lw F,2,23,0,0,20,1,0,0,0,8, Today launched new MP AT PL Airline Pilot career route Discover HTTP bit l  pic twitter com C s Le F
Yippee! @camelwinemaker loading consignment Camel Valley brut for British Airways First Class @British_Airways pic.twitter.com/3hLmzoWeLJ,,,,Yippee loading consignment Camel Valley brut British Airways First Class pic twitter com hLmzoWeLJ,0,17,0,0,14,1,0,0,0,4, Yippee loading consignment Camel Valley Brut British Airways First Class pic twitter com Howells
Do you want to be a pilot? Check out @British_Airways cadet scheme & you could join me or another #BASMART one day! http:// tinyurl.com/ydaofve4,,,,Do want pilot Check cadet scheme could join another BASMART one day http tinyurl com ydaofve,1,17,0,0,24,1,0,0,1,7, Do want pilot Check cadet scheme could join another BA SMART one day HTTP tincture com everyday
Want to fly for @British_Airways https:// jobs.ba.com/jobs/vacancy/b ritish-airways-cadet-programme-1690-heathrow-airport-london/1708/description/ … pic.twitter.com/D7QQGyYtVM,,,,Want fly https jobs ba com jobs vacancy b ritish airways cadet programme heathrow airport london description pic twitter com D QQGyYtVM,0,23,0,0,10,1,0,0,0,6, Want fly HTTP jobs BA com jobs vacancy b British airways cadet programmer heath row airport London description pic twitter com D 
Worldwide this is going to be a rarity soon. However @British_Airways operate the largest fleet of #b747 in the world #avgeek pic.twitter.com/y5xiAVOqpG,,,,Worldwide going rarity soon However operate largest fleet b world avgeek pic twitter com xiAVOqpG,0,17,0,0,22,1,0,0,2,5, Worldwide going rarity soon However operate largest fleet b world av geek pic twitter com Xiaoping
First person to find this signed copy of @British_Airways high life magazine on your flight to win a signed T-shirt. Excludes BA staff. pic.twitter.com/siFe7m0PEy,,,,First person find signed copy high life magazine flight win signed T shirt Excludes BA staff pic twitter com siFe PEy,1,22,0,1,23,1,0,0,0,4, First person find signed copy high life magazine flight win signed T shirt Excludes BA staff pic twitter com sine PE
Great weather for ducks here @HeathrowAirport Sat on #747 @British_Airways flight waiting to take off See you soon #SunshineState pic.twitter.com/TMfub9SiMk,,,,Great weather ducks Sat flight waiting take See soon SunshineState pic twitter com TMfub SiMk,0,18,0,1,19,1,0,0,2,5, Great weather ducks Sat flight waiting take See soon Sunshine State pic twitter com Tubful Si Mk
Hat tip to @British_Airways - I think the last three times I've flown with you it's been a female pilot. Progress in flight! #yeswecan,,,,Hat tip I think last three times I flown female pilot Progress flight yeswecan,0,14,0,1,23,1,0,0,1,7, Hat tip I think last three times I flown female pilot Progress flight secant
Wing Wednesday on-board @British_Airways → @HeathrowAirport pic.twitter.com/AQ96VDELii,,,,Wing Wednesday board pic twitter com AQ VDELii,1,11,0,0,7,1,0,0,0,5, Wing Wednesday board pic twitter com SQ Deliver
. @British_Airways and Amadeus join forces to test @IATA 's One Order standard http://www. amadeus.com/blog/10/10/bri tish-airways-amadeus-iata-one-order/ …,,,,Amadeus join forces test One Order standard http www amadeus com blog bri tish airways amadeus iata one order,0,22,0,0,17,1,0,0,0,8, Amadeus join forces test One Order standard HTTP WWW Amadeus com blog bro ssh airways Amadeus iota one order
#Dreamteam almost all together again this month... #ungrounded @British_Airways pic.twitter.com/UJABZhFDEi,,,,Dreamteam almost together month ungrounded pic twitter com UJABZhFDEi,0,11,0,0,10,0,0,0,2,5, Dream team almost together month grounded pic twitter com 
"Hi @British_Airways ! I need to fly to Perth, Aus for the 31st Annual Scientific Meeting for #epilepsy Would you pls be able to help?! pic.twitter.com/onQMKQeNWK",,,,Hi I need fly Perth Aus st Annual Scientific Meeting epilepsy Would pls able help pic twitter com onQMKQeNWK,0,20,0,0,26,1,0,0,1,6, Hi I need fly Perth Au st Annual Scientific Meeting epilepsy Would pl able help pic twitter com 
@BALPApilots call for investigation in to aircraft air filters @British_Airways @IFALPA @aaibgovuk @EASA @FAAsafety http://www. balpa.org/Media-Centre/P ress-Releases/Pilots-call-for-investigation-in-to-aircraft-air-f …,,,,call investigation aircraft air filters http www balpa org Media Centre P ress Releases Pilots call investigation aircraft air f,0,27,0,0,18,0,0,0,0,10, call investigation aircraft air filters HTTP WWW balsa org Media Center P reds Releases Pilots call investigation aircraft air f
Sweeeeet!! #travel #tbinchat #traveltuesday #capetown https:// twitter.com/TBINChat/statu s/920346025742733312 …,,,,Sweeeeet travel tbinchat traveltuesday capetown https twitter com TBINChat statu,0,10,0,0,9,1,0,0,4,9, Sweetmeat travel inchoate travelogue Capetown HTTP twitter com Inchoate stat
they just found his bag.. pic.twitter.com/26CQrQaRwL,,,,found bag pic twitter com CQrQaRwL,0,6,0,0,6,0,0,0,0,2, found bag pic twitter com 
"Ok thanks guys, check your dms.",,,,Ok thanks guys check dms,0,5,0,0,6,1,0,0,0,2, OK thanks guys check ms
Please help @NewHopeReece get his Nintendo switch back @British_Airways https:// twitter.com/NewHopeReece/s tatus/920282125055791107 …,,,,Please help get Nintendo switch back https twitter com NewHopeReece tatus,0,14,0,0,13,1,0,0,0,6, Please help get Nintendo switch back HTTP twitter com Newspaperwomen tats
anyone who sits on that plane on that exact seat are blessed to be sitting on reece’s ass sweat,,,,anyone sits plane exact seat blessed sitting reece ass sweat,0,10,0,0,19,0,0,0,0,1, anyone sits plane exact seat blessed sitting rice ass sweat
Hey @British_Airways - just finished a world tour flying with you. Have some lost property wondered if we could speak with you direct? Thx!,,,,Hey finished world tour flying Have lost property wondered could speak direct Thx,0,14,1,0,23,1,0,0,0,5, Hey finished world tour flying Have lost property wondered could speak direct Th
Hey @British_Airways I left my Nintendo Switch in seat 70A on your flight from Hong Kong to Heathrow. Flight No. BA 32 can you help?,,,,Hey I left Nintendo Switch seat A flight Hong Kong Heathrow Flight No BA help,1,14,0,0,25,1,0,0,0,4, Hey I left Nintendo Switch seat A flight Hong Kong Heath row Flight No BA help
LECcy Jet I brought in off to #LAX now as the @British_Airways #BA283 pic.twitter.com/A9cMspQ8mi,,,,LECcy Jet I brought LAX BA pic twitter com A cMspQ mi,2,12,0,0,14,1,0,0,2,4, Cycle Jet I brought LAX BA pic twitter com A  mi
Hey @British_Airways 8 students stuck in EDI airport due to Ophelia. No info from your partners @AerLingus Can you give us a place to sit?,,,,Hey students stuck EDI airport due Ophelia No info partners Can give us place sit,1,16,1,0,24,1,0,0,0,4, Hey students stuck ED airport due Ophelia No info partners Can give us place sit
Sat in the @British_Airways lounge at @HeathrowAirport enjoying a rare sight: 4 #a380s in a row! I wonder if @DaveWallsworth was on #avgeek pic.twitter.com/fUuFvjNfJP,,,,Sat lounge enjoying rare sight row I wonder avgeek pic twitter com fUuFvjNfJP,0,16,0,2,22,1,0,0,2,8, Sat lounge enjoying rare sight row I wonder av geek pic twitter com 
A tour of the @British_Airways #B787 -8 Dreamliner pic.twitter.com/XO0Bcen6g7,,,,A tour B Dreamliner pic twitter com XO Bcen g,1,11,0,0,9,1,0,0,1,4, A tour B Dream liner pic twitter com OX Ben g
@YsgolPlasmawr @Fitzalan_6form @RadyrSixthForm @Ysgol_Glantaf testing the @British_Airways life vests-they work! #BAInspire #WEMONTH2017 pic.twitter.com/9Q2KxxLaoe,,,,testing life vests work BAInspire WEMONTH pic twitter com Q KxxLaoe,1,19,0,0,13,0,0,0,2,10, testing life vests work Ba Inspire WE MONTH pic twitter com Q 
"Pupils from Cardiff spending the day @British_Airways Interiors, getting an insight into engineering #BAInspire #WEMONTH2017 #CdfCommitment pic.twitter.com/11gyoihKDe",,,,Pupils Cardiff spending day Interiors getting insight engineering BAInspire WEMONTH CdfCommitment pic twitter com gyoihKDe,1,17,0,0,17,1,0,0,3,6, Pupils Cardiff spending day Interiors getting insight engineering Ba Inspire WE MONTH Commitment pic twitter com 
"The all too common woeful service from @British_Airways not 1st time this year but, it is the last; they are now of Bottom list #PoorService",,,,The common woeful service st time year last Bottom list PoorService,0,12,1,0,24,1,0,0,1,4, The common woeful service st time year last Bottom list Poor Service
Senior rowers landed safely. Thanks @British_Airways for a good flight down & see you again in a few days! Miles of good training await!!,,,,Senior rowers landed safely Thanks good flight see days Miles good training await,0,15,0,2,22,1,0,0,0,5, Senior rowers landed safely Thanks good flight see days Miles good training await
I wish @British_Airways didn't stock the Daily Fail in their lounges. It's like it wants to promote all that's worst about our country.,,,,I wish stock Daily Fail lounges It like wants promote worst country,0,12,2,1,20,1,0,0,0,6, I wish stock Daily Fail lounges It like wants promote worst country
And that's it for another year. Thanks to @MPSSpecials @British_Airways @Dreamflight @HeathrowAirport Over to you @dreamflight_usa Have fun! pic.twitter.com/r65wUBMDM7,,,,And another year Thanks Over Have fun pic twitter com r wUBMDM,0,16,0,0,19,1,0,0,0,9, And another year Thanks Over Have fun pic twitter com r 
Thanks to @realjoeswash and @StaceySolomon for waving the kids off - and to the SEG for the Police escort @HeathrowAirport @British_Airways pic.twitter.com/2bdIGjuqWS,,,,Thanks waving kids SEG Police escort pic twitter com bdIGjuqWS,1,15,0,0,22,1,0,0,0,6, Thanks waving kids DEG Police escort pic twitter com 
More @Dreamflight -Not every day you see Goofy on the back of a Police bike & Kylo Ren conducting the band @HeathrowAirport @British_Airways pic.twitter.com/zPvuntFK3j,,,,More Not every day see Goofy back Police bike Kylo Ren conducting band pic twitter com zPvuntFK j,0,20,1,0,23,1,0,0,0,6, More Not every day see Goofy back Police bike Kyle Re conducting band pic twitter com  j
"Just arrived back in the Bahamas, thanks for a great flight @British_Airways Time for a week with @ThreeSixtyHP #Gym #Range Next event HSBC pic.twitter.com/dmHDxZp6OF",,,,Just arrived back Bahamas thanks great flight Time week Gym Range Next event HSBC pic twitter com dmHDxZp OF,2,20,0,1,23,1,0,0,2,6, Just arrived back Bahamas thanks great flight Time week Gym Range Next event HSBC pic twitter com  OF
Queen of the Skies #avgeek @British_Airways @SFODan @BT77W @jumbo747pilot @PilotKateBees @LorraineTaylor7 @HeathrowAirport @CycloneShone pic.twitter.com/13ZNPkqpf4,,,,Queen Skies avgeek pic twitter com ZNPkqpf,0,18,0,0,14,1,0,0,1,10, Queen Skies av geek pic twitter com 
C'mon @British_Airways help an excellent pilot out!,,,,C mon help excellent pilot,0,7,0,1,6,1,0,0,0,3, C Mon help excellent pilot
Hey @British_Airways You need Tess: https:// twitter.com/tessthepilot/s tatus/919496105523601408 …,,,,Hey You need Tess https twitter com tessthepilot tatus,0,10,0,0,9,1,0,0,0,6, Hey You need Tess HTTP twitter com pilothouse tats
Nice to see Musicity featured in @British_Airways High Life magazine! pic.twitter.com/f6oEwOIyZw,,,,Nice see Musicity featured High Life magazine pic twitter com f oEwOIyZw,0,14,0,1,10,1,0,0,0,3, Nice see Musicality featured High Life magazine pic twitter com f 
"Caught the end of the sunrise from @HeathrowAirport Terminal 5 this morning, as I made my way to my @British_Airways flight to Munich pic.twitter.com/RvtWQF7im7",,,,Caught end sunrise Terminal morning I made way flight Munich pic twitter com RvtWQF im,0,17,0,0,24,1,0,0,0,4, Caught end sunrise Terminal morning I made way flight Munich pic twitter com  mi
A @British_Airways A380 landing during the golden hour at LAX. https://www. jetphotos.com/photo/8725264 © Juan Manuel Temoche pic.twitter.com/BzN2s4QzA0,,,,A A landing golden hour LAX https www jetphotos com photo Juan Manuel Temoche pic twitter com BzN QzA,1,19,0,1,16,1,0,0,0,6, A A landing golden hour LAX HTTP WWW jet photos com photo Juan Manuel Chemo pic twitter com Bin QA
Another pic from #Dreamflight2017 as the force meet the arriving ' little fighters'. @British_Airways @HeathrowAirport @MPSHeathrow pic.twitter.com/m4IaBqsFje,,,,Another pic Dreamflight force meet arriving little fighters pic twitter com IaBqsFje,0,16,0,0,17,1,0,0,1,7, Another pic Dream flight force meet arriving little fighters pic twitter com 
To our friends across the pond: Have you booked your @British_Airways flight to Nashville yet? : http://www. visitmusiccity.com/londontonashvi lle … #BAlovesNashville pic.twitter.com/saCJ8jgnCT,,,,To friends across pond Have booked flight Nashville yet http www visitmusiccity com londontonashvi lle BAlovesNashville pic twitter com saCJ jgnCT,0,21,0,0,22,1,0,0,1,9, To friends across pond Have booked flight Nashville yet HTTP WWW musicality com Londoner ell Nashville pic twitter com sac J adjunct
